num,"time","in_fuel","out_power"
5450,"11.02.2018 21:49","14,0283","272,569"
5460,"11.02.2018 21:59","13,699","267,652"
5470,"11.02.2018 22:09","13,1671","257,316"
5480,"11.02.2018 22:19","12,4606","235,354"
5490,"11.02.2018 22:29","11,6641","217,76"
5500,"11.02.2018 22:39","10,8375","198,09"
5510,"11.02.2018 22:49","10,093","177,25"
5520,"11.02.2018 22:59","9,65611","166,246"
5530,"11.02.2018 23:09","9,67759","165,267"
5540,"11.02.2018 23:19","9,25737","156,506"
5550,"11.02.2018 23:29","8,86835","144,475"
5560,"11.02.2018 23:39","8,38549","130,916"
5570,"11.02.2018 23:49","7,92625","119,29"
5580,"11.02.2018 23:59","8,01795","118,98"
5590,"12.02.2018 0:09","7,99001","118,526"
5600,"12.02.2018 0:19","8,00381","120,197"
5610,"12.02.2018 0:29","7,95567","119,839"
5620,"12.02.2018 0:39","7,98898","119,004"
5630,"12.02.2018 0:49","7,9506","119,004"
5640,"12.02.2018 0:59","8,06893","118,407"
5650,"12.02.2018 1:09","8,01323","120,197"
5660,"12.02.2018 1:19","8,04109","120,221"
5670,"12.02.2018 1:29","7,99548","119,099"
5680,"12.02.2018 1:39","7,99778","118,55"
5690,"12.02.2018 1:49","7,92004","119,028"
5700,"12.02.2018 1:59","7,93193","119,362"
5710,"12.02.2018 2:09","7,94912","119,863"
5720,"12.02.2018 2:19","7,97362","119,625"
5730,"12.02.2018 2:29","7,89432","119,768"
5740,"12.02.2018 2:39","7,94909","118,861"
5750,"12.02.2018 2:49","7,90531","120,365"
5760,"12.02.2018 2:59","7,87816","119,983"
5770,"12.02.2018 3:09","7,97308","120,007"
5780,"12.02.2018 3:19","7,93663","118,526"
5790,"12.02.2018 3:29","8,08471","119,696"
5800,"12.02.2018 3:39","7,94396","120,03"
5810,"12.02.2018 3:49","7,93922","119,481"
5820,"12.02.2018 3:59","7,93715","119,505"
5830,"12.02.2018 4:09","7,9671","120,197"
5840,"12.02.2018 4:19","7,9808","118,622"
5850,"12.02.2018 4:29","7,98623","118,407"
5860,"12.02.2018 4:39","7,95419","119,505"
5870,"12.02.2018 4:49","7,93073","118,837"
5880,"12.02.2018 4:59","7,97357","118,431"
5890,"12.02.2018 5:09","7,92649","118,574"
5900,"12.02.2018 5:19","7,99884","118,837"
5910,"12.02.2018 5:29","7,94839","118,503"
5920,"12.02.2018 5:39","8,0456","119,147"
5930,"12.02.2018 5:49","7,95982","120,245"
5940,"12.02.2018 5:59","7,93957","117,906"
5950,"12.02.2018 6:09","7,96946","120,46"
5960,"12.02.2018 6:19","7,99255","118,383"
5970,"12.02.2018 6:29","7,89172","118,622"
5980,"12.02.2018 6:39","7,99904","118,765"
5990,"12.02.2018 6:49","7,94849","119,434"
6000,"12.02.2018 6:59","7,92763","118,908"
6010,"12.02.2018 7:09","8,55966","131,608"
6020,"12.02.2018 7:19","9,81157","166,628"
6030,"12.02.2018 7:29","11,0962","199,618"
6040,"12.02.2018 7:39","12,3753","232,441"
6050,"12.02.2018 7:49","13,7057","266,124"
6060,"12.02.2018 7:59","14,3761","283,192"
6070,"12.02.2018 8:09","14,5663","282,667"
6080,"12.02.2018 8:19","14,5472","285,961"
6090,"12.02.2018 8:29","14,5826","284,338"
6100,"12.02.2018 8:39","14,5509","284,314"
6110,"12.02.2018 8:49","14,366","284,028"
6120,"12.02.2018 8:59","14,5591","285,388"
6130,"12.02.2018 9:09","13,9936","273,811"
6140,"12.02.2018 9:19","13,428","260,299"
6150,"12.02.2018 9:29","12,9086","247,075"
6160,"12.02.2018 9:39","12,393","232,776"
6170,"12.02.2018 9:49","11,6882","217,784"
6180,"12.02.2018 9:59","11,3621","206,35"
6190,"12.02.2018 10:09","11,8027","220,935"
6200,"12.02.2018 10:19","12,2903","230,842"
6210,"12.02.2018 10:29","12,8631","243,9"
6220,"12.02.2018 10:39","13,3335","257,602"
6230,"12.02.2018 10:49","14,0174","270,803"
6240,"12.02.2018 10:59","14,4723","282,142"
6250,"12.02.2018 11:09","14,4629","284,505"
6260,"12.02.2018 11:19","14,5311","284,601"
6270,"12.02.2018 11:29","14,4957","284,887"
6280,"12.02.2018 11:39","14,5194","285,436"
6290,"12.02.2018 11:49","14,5401","285,508"
6300,"12.02.2018 11:59","14,4647","283,168"
6310,"12.02.2018 12:09","14,3731","285,15"
6320,"12.02.2018 12:19","14,4134","284,959"
6330,"12.02.2018 12:29","14,4946","283,598"
6340,"12.02.2018 12:39","14,4134","283,622"
6350,"12.02.2018 12:49","14,5534","284,481"
6360,"12.02.2018 12:59","14,4975","285,603"
6370,"12.02.2018 13:09","14,4289","284,243"
6380,"12.02.2018 13:19","14,4493","283,932"
6390,"12.02.2018 13:29","14,6025","283,24"
6400,"12.02.2018 13:39","14,427","285,532"
6410,"12.02.2018 13:49","14,5992","283,908"
6420,"12.02.2018 13:59","14,4523","284,29"
6430,"12.02.2018 14:09","14,4446","284,505"
6440,"12.02.2018 14:19","14,5547","285,46"
6450,"12.02.2018 14:29","14,3916","283,717"
6460,"12.02.2018 14:39","14,5059","285,269"
6470,"12.02.2018 14:49","14,4967","283,765"
6480,"12.02.2018 14:59","14,4409","283,908"
6490,"12.02.2018 15:09","14,3767","283,837"
6500,"12.02.2018 15:19","14,4779","283,908"
6510,"12.02.2018 15:29","14,4162","283,264"
6520,"12.02.2018 15:39","14,5236","284,505"
6530,"12.02.2018 15:49","14,423","285,388"
6540,"12.02.2018 15:59","14,3608","284,863"
6550,"12.02.2018 16:09","13,3422","259,01"
6560,"12.02.2018 16:19","12,3204","231,845"
6570,"12.02.2018 16:29","11,14","205,061"
6580,"12.02.2018 16:39","10,0372","177,155"
6590,"12.02.2018 16:49","8,95954","146,981"
6600,"12.02.2018 16:59","7,82414","117,906"
6610,"12.02.2018 17:09","7,89633","120,174"
6620,"12.02.2018 17:19","7,93312","119,553"
6630,"12.02.2018 17:29","7,96548","119,266"
6640,"12.02.2018 17:39","8,11189","123,587"
6650,"12.02.2018 17:49","8,08581","122,059"
6660,"12.02.2018 17:59","8,07841","123,539"
6670,"12.02.2018 18:09","8,09857","122,728"
6680,"12.02.2018 18:19","8,14558","122,776"
6690,"12.02.2018 18:29","8,08396","122,632"
6700,"12.02.2018 18:39","8,08819","122,68"
6710,"12.02.2018 18:49","8,08618","122,943"
6720,"12.02.2018 18:59","8,09679","124,733"
6730,"12.02.2018 19:09","8,15308","124,757"
6740,"12.02.2018 19:19","8,0886","123,945"
6750,"12.02.2018 19:29","8,11762","123,898"
6760,"12.02.2018 19:39","7,94335","118,335"
6770,"12.02.2018 19:49","7,94523","118,741"
6780,"12.02.2018 19:59","7,99095","120,341"
6790,"12.02.2018 20:09","7,97517","118,598"
6800,"12.02.2018 20:19","7,96558","118,574"
6810,"12.02.2018 20:29","8,03796","120,77"
6820,"12.02.2018 20:39","8,12508","124,256"
6830,"12.02.2018 20:49","8,08772","122,943"
6840,"12.02.2018 20:59","8,10241","122,68"
6850,"12.02.2018 21:09","8,21787","123,11"
6860,"12.02.2018 21:19","8,12123","123,277"
6870,"12.02.2018 21:29","8,11077","123,205"
6880,"12.02.2018 21:39","8,10294","123,754"
6890,"12.02.2018 21:49","8,14435","123,611"
6900,"12.02.2018 21:59","8,15022","123,921"
6910,"12.02.2018 22:09","8,18881","123,349"
6920,"12.02.2018 22:19","8,13275","122,776"
6930,"12.02.2018 22:29","8,03896","123,659"
6940,"12.02.2018 22:39","8,06741","123,038"
6950,"12.02.2018 22:49","8,12713","123,444"
6960,"12.02.2018 22:59","8,10616","123,229"
6970,"12.02.2018 23:09","8,18135","124,112"
6980,"12.02.2018 23:19","8,1479","122,967"
6990,"12.02.2018 23:29","8,12524","123,611"
7000,"12.02.2018 23:39","8,12513","124,28"
7010,"12.02.2018 23:49","8,21553","122,656"
7020,"12.02.2018 23:59","8,10461","123,874"
7030,"13.02.2018 0:09","8,09144","122,274"
7040,"13.02.2018 0:19","8,13945","123,73"
7050,"13.02.2018 0:29","8,07389","120,747"
7060,"13.02.2018 0:39","8,03185","118,598"
7070,"13.02.2018 0:49","7,93895","120,365"
7080,"13.02.2018 0:59","7,98242","120,174"
7090,"13.02.2018 1:09","8,05745","119,672"
7100,"13.02.2018 1:19","7,99685","118,526"
7110,"13.02.2018 1:29","8,00969","118,479"
7120,"13.02.2018 1:39","7,96358","120,556"
7130,"13.02.2018 1:49","7,9635","119,696"
7140,"13.02.2018 1:59","7,97601","118,598"
7150,"13.02.2018 2:09","7,9804","118,932"
7160,"13.02.2018 2:19","7,94041","119,123"
7170,"13.02.2018 2:29","7,96811","119,004"
7180,"13.02.2018 2:39","7,93272","119,744"
7190,"13.02.2018 2:49","7,93146","119,935"
7200,"13.02.2018 2:59","8,05385","120,436"
7210,"13.02.2018 3:09","8,04115","119,887"
7220,"13.02.2018 3:19","8,00678","119,386"
7230,"13.02.2018 3:29","8,04465","119,076"
7240,"13.02.2018 3:39","8,03521","118,765"
7250,"13.02.2018 3:49","7,9277","119,314"
7260,"13.02.2018 3:59","8,08826","119,529"
7270,"13.02.2018 4:09","7,97935","119,195"
7280,"13.02.2018 4:19","8,00706","118,598"
7290,"13.02.2018 4:29","8,01221","119,41"
7300,"13.02.2018 4:39","7,96919","119,696"
7310,"13.02.2018 4:49","7,94481","119,959"
7320,"13.02.2018 4:59","8,03204","118,837"
7330,"13.02.2018 5:09","7,99894","119,028"
7340,"13.02.2018 5:19","7,94177","118,598"
7350,"13.02.2018 5:29","7,96303","119,052"
7360,"13.02.2018 5:39","7,9804","119,004"
7370,"13.02.2018 5:49","7,98692","119,601"
7380,"13.02.2018 5:59","7,88577","119,816"
7390,"13.02.2018 6:09","7,98042","118,861"
7400,"13.02.2018 6:19","7,98166","119,935"
7410,"13.02.2018 6:29","7,99857","119,099"
7420,"13.02.2018 6:39","7,95887","118,885"
7430,"13.02.2018 6:49","7,98235","118,813"
7440,"13.02.2018 6:59","7,99916","119,099"
7450,"13.02.2018 7:09","8,99443","146,241"
7460,"13.02.2018 7:19","10,0616","173,598"
7470,"13.02.2018 7:29","11,1965","201,599"
7480,"13.02.2018 7:39","12,1803","230,293"
7490,"13.02.2018 7:49","13,3045","257,507"
7500,"13.02.2018 7:59","14,486","283,264"
7510,"13.02.2018 8:09","14,5955","285,007"
7520,"13.02.2018 8:19","14,4251","284,911"
7530,"13.02.2018 8:29","14,5585","284,529"
7540,"13.02.2018 8:39","14,4307","284,959"
7550,"13.02.2018 8:49","14,5565","285,603"
7560,"13.02.2018 8:59","14,493","284,434"
7570,"13.02.2018 9:09","14,5253","285,126"
7580,"13.02.2018 9:19","14,5051","286,128"
7590,"13.02.2018 9:29","14,5132","284,696"
7600,"13.02.2018 9:39","14,4509","283,956"
7610,"13.02.2018 9:49","14,6019","284,338"
7620,"13.02.2018 9:59","14,4978","285,269"
7630,"13.02.2018 10:09","14,5163","285,556"
7640,"13.02.2018 10:19","14,5699","285,293"
7650,"13.02.2018 10:29","14,5957","288,038"
7660,"13.02.2018 10:39","14,6637","289,566"
7670,"13.02.2018 10:49","14,6133","289,542"
7680,"13.02.2018 10:59","14,5821","289,805"
7690,"13.02.2018 11:09","14,7876","290,163"
7700,"13.02.2018 11:19","14,6954","288,73"
7710,"13.02.2018 11:29","14,7262","289,136"
7720,"13.02.2018 11:39","14,7542","288,754"
7730,"13.02.2018 11:49","14,7688","291,38"
7740,"13.02.2018 11:59","14,7003","289,28"
7750,"13.02.2018 12:09","14,6862","288,587"
7760,"13.02.2018 12:19","14,7258","288,898"
7770,"13.02.2018 12:29","14,6456","288,635"
7780,"13.02.2018 12:39","14,7516","288,85"
7790,"13.02.2018 12:49","14,6936","288,85"
7800,"13.02.2018 12:59","14,592","289,232"
7810,"13.02.2018 13:09","14,7662","288,826"
7820,"13.02.2018 13:19","14,6762","288,349"
7830,"13.02.2018 13:29","14,7128","289,924"
7840,"13.02.2018 13:39","14,7094","288,683"
7850,"13.02.2018 13:49","14,6454","289,709"
7860,"13.02.2018 13:59","14,7519","288,516"
7870,"13.02.2018 14:09","14,7595","289,757"
7880,"13.02.2018 14:19","14,6099","287,298"
7890,"13.02.2018 14:29","14,5997","286,988"
7900,"13.02.2018 14:39","14,7196","288,826"
7910,"13.02.2018 14:49","14,5958","289,16"
7920,"13.02.2018 14:59","14,6405","289,208"
7930,"13.02.2018 15:09","14,6269","288,921"
7940,"13.02.2018 15:19","14,8094","288,158"
7950,"13.02.2018 15:29","14,6495","287,871"
7960,"13.02.2018 15:39","14,712","287,155"
7970,"13.02.2018 15:49","14,668","289,327"
7980,"13.02.2018 15:59","14,6299","287,752"
7990,"13.02.2018 16:09","14,6722","287,823"
8000,"13.02.2018 16:19","14,6377","287,704"
8010,"13.02.2018 16:29","14,7236","289,614"
8020,"13.02.2018 16:39","14,7272","288,086"
8030,"13.02.2018 16:49","14,5965","289,852"
8040,"13.02.2018 16:59","14,6166","289,638"
8050,"13.02.2018 17:09","14,6514","286,988"
8060,"13.02.2018 17:19","14,6724","289,566"
8070,"13.02.2018 17:29","14,694","289,685"
8080,"13.02.2018 17:39","14,6357","288,253"
8090,"13.02.2018 17:49","14,7285","288,444"
8100,"13.02.2018 17:59","14,5466","289,065"
8110,"13.02.2018 18:09","14,6517","289,733"
8120,"13.02.2018 18:19","14,5985","287,561"
8130,"13.02.2018 18:29","14,6856","289,303"
8140,"13.02.2018 18:39","14,7342","289,781"
8150,"13.02.2018 18:49","14,6941","289,829"
8160,"13.02.2018 18:59","14,6545","288,205"
8170,"13.02.2018 19:09","14,6388","288,229"
8180,"13.02.2018 19:19","14,6453","288,921"
8190,"13.02.2018 19:29","14,7049","288,778"
8200,"13.02.2018 19:39","14,7232","290,043"
8210,"13.02.2018 19:49","14,5447","289,685"
8220,"13.02.2018 19:59","14,7375","290,616"
8230,"13.02.2018 20:09","14,6904","290,712"
8240,"13.02.2018 20:19","14,714","290,187"
8250,"13.02.2018 20:29","14,7524","290,02"
8260,"13.02.2018 20:39","14,7175","290,067"
8270,"13.02.2018 20:49","14,707","289,327"
8280,"13.02.2018 20:59","14,6694","289,184"
8290,"13.02.2018 21:09","14,4241","282,309"
8300,"13.02.2018 21:19","13,9826","276,317"
8310,"13.02.2018 21:29","14,3257","279,612"
8320,"13.02.2018 21:39","14,275","279,158"
8330,"13.02.2018 21:49","14,7498","289,638"
8340,"13.02.2018 21:59","14,6573","288,707"
8350,"13.02.2018 22:09","14,6378","291,094"
8360,"13.02.2018 22:19","14,6783","289,208"
8370,"13.02.2018 22:29","14,3083","280,232"
8380,"13.02.2018 22:39","13,8974","271,71"
8390,"13.02.2018 22:49","13,3346","259,058"
8400,"13.02.2018 22:59","13,0318","250,679"
8410,"13.02.2018 23:09","13,349","254,332"
8420,"13.02.2018 23:19","13,5063","261,899"
8430,"13.02.2018 23:29","13,6747","266,793"
8440,"13.02.2018 23:39","13,8538","270,636"
8450,"13.02.2018 23:49","14,1605","276,58"
8460,"13.02.2018 23:59","14,3709","282,93"
8470,"14.02.2018 0:09","13,6978","267,079"
8480,"14.02.2018 0:19","13,0909","253,186"
8490,"14.02.2018 0:29","12,5236","237,407"
8500,"14.02.2018 0:39","11,8135","222,057"
8510,"14.02.2018 0:49","11,1872","205,467"
8520,"14.02.2018 0:59","10,5125","189,019"
8530,"14.02.2018 1:09","10,0669","175,412"
8540,"14.02.2018 1:19","8,86149","143,257"
8550,"14.02.2018 1:29","7,92707","119,076"
8560,"14.02.2018 1:39","4,18505","4,15799"
8570,"14.02.2018 1:49","0,182456","0,195313"
8580,"14.02.2018 1:59","0","-0,0195313"
8590,"14.02.2018 2:09","0","-0,186632"
8600,"14.02.2018 2:19","0,151654","0,219185"
8610,"14.02.2018 2:29","0,922974","-0,0911465"
8620,"14.02.2018 2:39","0,558966","0,219185"
8630,"14.02.2018 2:49","0,550215","-0,425346"
8640,"14.02.2018 2:59","0,560486","-0,30599"
8650,"14.02.2018 3:09","0,551002","-0,16276"
8660,"14.02.2018 3:19","0,559467","-0,0434036"
8670,"14.02.2018 3:29","0,565772","-0,30599"
8680,"14.02.2018 3:39","0,562277","-0,210505"
8690,"14.02.2018 3:49","0,572411","-0,115017"
8700,"14.02.2018 3:59","0,566786","-0,186632"
8710,"14.02.2018 4:09","0,573079","0,00434113"
8720,"14.02.2018 4:19","0,585022","-0,234375"
8730,"14.02.2018 4:29","0,591173","-0,115017"
8740,"14.02.2018 4:39","0,585726","-0,115017"
8750,"14.02.2018 4:49","0,591784","-0,210505"
8760,"14.02.2018 4:59","0,597689","-0,258247"
8770,"14.02.2018 5:09","0,594217","-0,115017"
8780,"14.02.2018 5:19","0,594423","-0,186632"
8790,"14.02.2018 5:29","0,604002","-0,258247"
8800,"14.02.2018 5:39","0,604428","-0,186632"
8810,"14.02.2018 5:49","0,615927","-0,115017"
8820,"14.02.2018 5:59","0,61606","-0,186632"
8830,"14.02.2018 6:09","0,612384","-0,496962"
8840,"14.02.2018 6:19","0,605372","-0,0434036"
8850,"14.02.2018 6:29","0,612761","-0,353733"
8860,"14.02.2018 6:39","0,613116","0,123697"
8870,"14.02.2018 6:49","0,596411","-0,186632"
8880,"14.02.2018 6:59","0,606137","-0,234375"
8890,"14.02.2018 7:09","0,606176","-0,115017"
8900,"14.02.2018 7:19","0,596942","-0,234375"
8910,"14.02.2018 7:29","0,589277","-0,401476"
8920,"14.02.2018 7:39","0,597042","-0,138889"
8930,"14.02.2018 7:49","0,597189","-0,0195313"
8940,"14.02.2018 7:59","0,601142","0,123697"
8950,"14.02.2018 8:09","0,597485","-0,401476"
8960,"14.02.2018 8:19","0,597536","-0,16276"
8970,"14.02.2018 8:29","0,601613","0,123697"
8980,"14.02.2018 8:39","0,597857","-0,234375"
8990,"14.02.2018 8:49","0,5978","-0,473089"
9000,"14.02.2018 8:59","0,601782","0,052084"



